1.2000
0.0000,0.0000,0.0000,0.0000, 0.00, 
0.0012,0.0024,0.0012,0.0024,15.81, 
0.0060,0.0072,0.0060,0.0072,15.81, 
0.0168,0.0144,0.0168,0.0144,15.81, 
0.0360,0.0240,0.0360,0.0240,15.81, 
0.0660,0.0360,0.0660,0.0360,15.81, 
0.1092,0.0504,0.1092,0.0504,15.81, 
0.1680,0.0672,0.1680,0.0672,15.81, 
0.2448,0.0864,0.2448,0.0864,15.81, 
0.3420,0.1080,0.3420,0.1080,15.81, 
0.4621,0.1320,0.4619,0.1320,15.81, 
0.6061,0.1560,0.6059,0.1560,15.81, 
0.7742,0.1801,0.7738,0.1799,15.81, 
0.9662,0.2041,0.9658,0.2039,15.81, 
1.1824,0.2281,1.1816,0.2279,15.81, 
1.4225,0.2522,1.4215,0.2518,15.81, 
1.6855,0.2738,1.6841,0.2734,15.81, 
1.9690,0.2931,1.9670,0.2925,15.81, 
2.2705,0.3100,2.2679,0.3092,15.81, 
2.5877,0.3244,2.5843,0.3236,15.80, 
2.9182,0.3365,2.9138,0.3355,15.80, 
3.2595,0.3462,3.2541,0.3450,15.80, 
3.6093,0.3535,3.6027,0.3521,15.80, 
3.9652,0.3583,3.9572,0.3569,15.79, 
4.3248,0.3608,4.3152,0.3592,15.79, 
4.6856,0.3609,4.6744,0.3591,15.79, 
5.0465,0.3609,5.0335,0.3591,15.78, 
5.4075,0.3610,5.3925,0.3590,15.78, 
5.7685,0.3611,5.7515,0.3589,15.77, 
6.1297,0.3611,6.1103,0.3589,15.77, 
6.4908,0.3612,6.4692,0.3588,15.76, 
6.8521,0.3613,6.8279,0.3587,15.76, 
7.2134,0.3613,7.1866,0.3587,15.75, 
7.5748,0.3614,7.5452,0.3586,15.74, 
7.9362,0.3615,7.9038,0.3585,15.74, 
8.2977,0.3616,8.2623,0.3584,15.73, 
8.6593,0.3616,8.6207,0.3584,15.72, 
9.0210,0.3617,8.9790,0.3583,15.71, 
9.3827,0.3618,9.3373,0.3582,15.71, 
9.7446,0.3618,9.6954,0.3582,15.70, 
10.1064,0.3619,10.0536,0.3581,15.69, 
10.4684,0.3620,10.4116,0.3580,15.68, 
10.8304,0.3621,10.7696,0.3579,15.67, 
11.1925,0.3621,11.1275,0.3579,15.66, 
11.5547,0.3622,11.4853,0.3578,15.65, 
11.9169,0.3623,11.8431,0.3577,15.64, 
12.2793,0.3624,12.2007,0.3576,15.63, 
12.6417,0.3624,12.5583,0.3576,15.62, 
13.0041,0.3625,12.9159,0.3575,15.61, 
13.3667,0.3626,13.2733,0.3574,15.59, 
13.7293,0.3627,13.6307,0.3573,15.58, 
14.0920,0.3627,13.9880,0.3573,15.57, 
14.4548,0.3628,14.3452,0.3572,15.56, 
14.8177,0.3629,14.7023,0.3571,15.54, 
15.1806,0.3630,15.0594,0.3570,15.53, 
15.5437,0.3631,15.4163,0.3569,15.51, 
15.9068,0.3632,15.7732,0.3568,15.50, 
16.2700,0.3632,16.1300,0.3568,15.49, 
16.6332,0.3633,16.4868,0.3567,15.47, 
16.9966,0.3634,16.8434,0.3566,15.45, 
17.3600,0.3635,17.2000,0.3565,15.44, 
17.7236,0.3636,17.5564,0.3564,15.42, 
18.0872,0.3637,17.9128,0.3563,15.40, 
18.4509,0.3638,18.2691,0.3562,15.39, 
18.8147,0.3638,18.6253,0.3562,15.37, 
19.1786,0.3639,18.9814,0.3561,15.35, 
19.5426,0.3640,19.3374,0.3560,15.33, 
19.9066,0.3641,19.6934,0.3559,15.31, 
20.2708,0.3642,20.0492,0.3558,15.29, 
20.6350,0.3643,20.4050,0.3557,15.27, 
20.9994,0.3644,20.7606,0.3556,15.25, 
21.3638,0.3645,21.1162,0.3555,15.23, 
21.7284,0.3646,21.4716,0.3554,15.21, 
22.0930,0.3647,21.8270,0.3553,15.19, 
22.4578,0.3648,22.1822,0.3552,15.17, 
22.8226,0.3649,22.5374,0.3551,15.15, 
23.1876,0.3650,22.8924,0.3550,15.12, 
23.5527,0.3651,23.2473,0.3549,15.10, 
23.9178,0.3652,23.6022,0.3548,15.07, 
24.2831,0.3653,23.9569,0.3547,15.05, 
24.6485,0.3654,24.3115,0.3546,15.02, 
25.0140,0.3656,24.6660,0.3544,15.00, 
25.3796,0.3657,25.0204,0.3543,14.97, 
25.7453,0.3658,25.3747,0.3542,14.95, 
26.1112,0.3659,25.7288,0.3541,14.92, 
26.4771,0.3660,26.0829,0.3540,14.89, 
26.8432,0.3661,26.4368,0.3539,14.86, 
27.2094,0.3663,26.7906,0.3537,14.83, 
27.5758,0.3664,27.1442,0.3536,14.80, 
27.9422,0.3665,27.4978,0.3535,14.77, 
28.3088,0.3667,27.8512,0.3533,14.74, 
28.6755,0.3668,28.2045,0.3532,14.71, 
29.0424,0.3669,28.5576,0.3531,14.68, 
29.4094,0.3671,28.9106,0.3529,14.65, 
29.7765,0.3672,29.2635,0.3528,14.61, 
30.1438,0.3673,29.6162,0.3527,14.58, 
30.5112,0.3675,29.9688,0.3525,14.54, 
30.8787,0.3676,30.3213,0.3524,14.51, 
31.2465,0.3678,30.6735,0.3522,14.47, 
31.6143,0.3679,31.0257,0.3521,14.44, 
31.9823,0.3681,31.3777,0.3519,14.40, 
32.3505,0.3683,31.7295,0.3517,14.36, 
32.7189,0.3684,32.0811,0.3516,14.32, 
33.0874,0.3686,32.4326,0.3514,14.28, 
33.4561,0.3688,32.7839,0.3512,14.24, 
33.8249,0.3689,33.1351,0.3511,14.20, 
34.1939,0.3691,33.4861,0.3509,14.16, 
34.5631,0.3693,33.8369,0.3507,14.11, 
34.9325,0.3695,34.1875,0.3505,14.07, 
35.3021,0.3697,34.5379,0.3503,14.03, 
35.6719,0.3699,34.8881,0.3501,13.98, 
36.0419,0.3701,35.2381,0.3499,13.93, 
36.4120,0.3703,35.5880,0.3497,13.89, 
36.7824,0.3705,35.9376,0.3495,13.84, 
37.1530,0.3707,36.2870,0.3493,13.79, 
37.5238,0.3709,36.6362,0.3491,13.74, 
37.8948,0.3711,36.9852,0.3489,13.69, 
38.2661,0.3714,37.3339,0.3486,13.63, 
38.6376,0.3716,37.6824,0.3484,13.58, 
39.0093,0.3719,38.0307,0.3481,13.52, 
39.3813,0.3721,38.3787,0.3479,13.47, 
39.7535,0.3724,38.7265,0.3476,13.41, 
40.1260,0.3726,39.0740,0.3474,13.35, 
40.4987,0.3729,39.4213,0.3471,13.29, 
40.8718,0.3732,39.7682,0.3468,13.23, 
41.2451,0.3734,40.1149,0.3466,13.17, 
41.6187,0.3737,40.4613,0.3463,13.11, 
41.9925,0.3740,40.8075,0.3460,13.04, 
42.3667,0.3743,41.1533,0.3457,12.97, 
42.7412,0.3747,41.4988,0.3453,12.91, 
43.1161,0.3750,41.8439,0.3450,12.84, 
43.4912,0.3753,42.1888,0.3447,12.77, 
43.8667,0.3757,42.5333,0.3443,12.69, 
44.2426,0.3760,42.8774,0.3440,12.62, 
44.6188,0.3764,43.2212,0.3436,12.54, 
44.9954,0.3768,43.5646,0.3432,12.47, 
45.3724,0.3772,43.9076,0.3428,12.39, 
45.7498,0.3776,44.2502,0.3424,12.31, 
46.1276,0.3780,44.5924,0.3420,12.22, 
46.5058,0.3784,44.9342,0.3416,12.14, 
46.8845,0.3789,45.2755,0.3411,12.05, 
47.2636,0.3794,45.6164,0.3406,11.96, 
47.6432,0.3798,45.9568,0.3402,11.87, 
48.0233,0.3803,46.2967,0.3397,11.77, 
48.4039,0.3809,46.6361,0.3391,11.68, 
48.7850,0.3814,46.9750,0.3386,11.58, 
49.1667,0.3819,47.3133,0.3381,11.48, 
49.5489,0.3825,47.6511,0.3375,11.37, 
49.9317,0.3831,47.9883,0.3369,11.27, 
50.3152,0.3837,48.3248,0.3363,11.16, 
50.6992,0.3844,48.6608,0.3356,11.05, 
51.0840,0.3851,48.9960,0.3349,10.93, 
51.4694,0.3858,49.3306,0.3342,10.81, 
51.8555,0.3865,49.6645,0.3335,10.69, 
52.2424,0.3873,49.9976,0.3327,10.56, 
52.6301,0.3881,50.3299,0.3319,10.43, 
53.0186,0.3889,50.6614,0.3311,10.30, 
53.4079,0.3898,50.9921,0.3302,10.16, 
53.7981,0.3906,51.3219,0.3294,10.02, 
54.1886,0.3905,51.6514,0.3295, 9.88, 
54.5796,0.3914,51.9804,0.3286, 9.73, 
54.9709,0.3913,52.3091,0.3287, 9.59, 
55.3627,0.3922,52.6373,0.3278, 9.44, 
55.7549,0.3922,52.9651,0.3278, 9.29, 
56.1474,0.3930,53.2926,0.3270, 9.14, 
56.5405,0.3930,53.6195,0.3270, 8.98, 
56.9339,0.3939,53.9461,0.3261, 8.83, 
57.3278,0.3939,54.2722,0.3261, 8.67, 
57.7221,0.3947,54.5979,0.3253, 8.51, 
58.1169,0.3948,54.9231,0.3252, 8.34, 
58.5121,0.3956,55.2479,0.3244, 8.18, 
58.9077,0.3957,55.5723,0.3243, 8.01, 
59.3038,0.3966,55.8962,0.3234, 7.84, 
59.7004,0.3966,56.2196,0.3234, 7.67, 
60.0975,0.3975,56.5425,0.3225, 7.50, 
60.4950,0.3975,56.8650,0.3225, 7.32, 
60.8930,0.3984,57.1870,0.3216, 7.15, 
61.2914,0.3985,57.5086,0.3215, 6.97, 
61.6904,0.3994,57.8296,0.3206, 6.78, 
62.0898,0.3995,58.1502,0.3205, 6.60, 
62.4897,0.4004,58.4703,0.3196, 6.41, 
62.8901,0.4004,58.7899,0.3196, 6.22, 
63.2910,0.4013,59.1090,0.3187, 6.03, 
63.6924,0.4014,59.4276,0.3186, 5.84, 
64.0943,0.4023,59.7457,0.3177, 5.64, 
64.4966,0.4024,60.0634,0.3176, 5.45, 
64.8995,0.4033,60.3805,0.3167, 5.24, 
65.3028,0.4034,60.6972,0.3166, 5.04, 
65.7066,0.4043,61.0134,0.3157, 4.84, 
66.1109,0.4043,61.3291,0.3157, 4.63, 
66.5156,0.4052,61.6444,0.3148, 4.42, 
66.9209,0.4053,61.9591,0.3147, 4.21, 
67.3266,0.4061,62.2734,0.3139, 4.00, 
67.7327,0.4062,62.5873,0.3138, 3.78, 
68.1393,0.4070,62.9007,0.3130, 3.56, 
68.5463,0.4070,63.2137,0.3130, 3.34, 
68.9538,0.4079,63.5262,0.3121, 3.12, 
69.3617,0.4079,63.8383,0.3121, 2.90, 
69.7700,0.4087,64.1500,0.3113, 2.67, 
70.1786,0.4086,64.4614,0.3114, 2.44, 
70.5876,0.4094,64.7724,0.3106, 2.21, 
70.9970,0.4093,65.0830,0.3107, 1.98, 
71.4067,0.4101,65.3933,0.3099, 1.75, 
71.8167,0.4099,65.7033,0.3101, 1.52, 
72.2269,0.4106,66.0131,0.3094, 1.28, 
72.6374,0.4104,66.3226,0.3096, 1.04, 
73.0482,0.4110,66.6318,0.3090, 0.81, 
73.4591,0.4108,66.9409,0.3092, 0.57, 
73.8701,0.4113,67.2499,0.3087, 0.33, 
74.2813,0.4110,67.5587,0.3090, 0.09, 
74.6925,0.4115,67.8675,0.3085,-0.15, 
75.1038,0.4110,68.1762,0.3090,-0.39, 
75.5150,0.4114,68.4850,0.3086,-0.63, 
75.9261,0.4109,68.7939,0.3091,-0.87, 
76.3372,0.4112,69.1028,0.3088,-1.11, 
76.7480,0.4105,69.4120,0.3095,-1.34, 
77.1586,0.4107,69.7214,0.3093,-1.58, 
77.5689,0.4099,70.0311,0.3101,-1.82, 
77.9788,0.4099,70.3412,0.3101,-2.05, 
78.3883,0.4090,70.6517,0.3110,-2.28, 
78.7972,0.4089,70.9628,0.3111,-2.51, 
79.2056,0.4078,71.2744,0.3122,-2.74, 
79.6132,0.4075,71.5868,0.3125,-2.96, 
80.0202,0.4063,71.8998,0.3137,-3.18, 
80.4262,0.4058,72.2138,0.3142,-3.39, 
80.8314,0.4044,72.5286,0.3156,-3.60, 
81.2355,0.4038,72.8445,0.3162,-3.81, 
81.6385,0.4022,73.1615,0.3178,-4.01, 
82.0403,0.4014,73.4797,0.3186,-4.21, 
82.4407,0.3996,73.7993,0.3204,-4.40, 
82.8398,0.3985,74.1202,0.3215,-4.58, 
83.2373,0.3965,74.4427,0.3235,-4.75, 
83.6332,0.3953,74.7668,0.3247,-4.92, 
84.0273,0.3931,75.0927,0.3269,-5.08, 
84.4197,0.3916,75.4203,0.3284,-5.23, 
84.8100,0.3892,75.7500,0.3308,-5.38, 
85.1984,0.3875,76.0816,0.3325,-5.51, 
85.5846,0.3849,76.4154,0.3351,-5.63, 
85.9685,0.3830,76.7515,0.3370,-5.74, 
86.3501,0.3802,77.0899,0.3398,-5.84, 
86.7326,0.3847,77.4274,0.3353,-5.95, 
87.1163,0.3827,77.7637,0.3373,-6.06, 
87.5013,0.3873,78.0987,0.3327,-6.18, 
87.8876,0.3853,78.4324,0.3347,-6.30, 
88.2751,0.3899,78.7649,0.3301,-6.43, 
88.6641,0.3880,79.0959,0.3320,-6.56, 
89.0543,0.3926,79.4257,0.3274,-6.71, 
89.4460,0.3907,79.7540,0.3293,-6.85, 
89.8390,0.3953,80.0810,0.3247,-7.01, 
90.2334,0.3934,80.4066,0.3266,-7.17, 
90.6291,0.3981,80.7309,0.3219,-7.34, 
91.0263,0.3962,81.0537,0.3238,-7.51, 
91.4249,0.4009,81.3751,0.3191,-7.69, 
91.8248,0.3990,81.6952,0.3210,-7.88, 
92.2262,0.4037,82.0138,0.3163,-8.07, 
92.6290,0.4018,82.3310,0.3182,-8.27, 
93.0331,0.4065,82.6469,0.3135,-8.48, 
93.4387,0.4046,82.9613,0.3154,-8.69, 
93.8456,0.4092,83.2744,0.3108,-8.91, 
94.2538,0.4073,83.5862,0.3127,-9.14, 
94.6634,0.4119,83.8966,0.3081,-9.37, 
95.0743,0.4099,84.2057,0.3101,-9.61, 
95.4865,0.4145,84.5135,0.3055,-9.85, 
95.9000,0.4124,84.8200,0.3076,-10.10, 
96.3147,0.4169,85.1253,0.3031,-10.36, 
96.7306,0.4148,85.4294,0.3052,-10.62, 
97.1476,0.4193,85.7324,0.3007,-10.88, 
97.5658,0.4171,86.0342,0.3029,-11.16, 
97.9851,0.4214,86.3349,0.2986,-11.43, 
98.4054,0.4192,86.6346,0.3008,-11.72, 
98.8267,0.4234,86.9333,0.2966,-12.00, 
99.2490,0.4211,87.2310,0.2989,-12.29, 
99.6721,0.4252,87.5279,0.2948,-12.59, 
100.0961,0.4228,87.8239,0.2972,-12.89, 
100.5209,0.4268,88.1191,0.2932,-13.19, 
100.9464,0.4242,88.4136,0.2958,-13.50, 
101.3726,0.4281,88.7074,0.2919,-13.81, 
101.7994,0.4255,89.0006,0.2945,-14.12, 
102.2267,0.4293,89.2933,0.2907,-14.43, 
102.6546,0.4264,89.5854,0.2936,-14.75, 
103.0829,0.4301,89.8771,0.2899,-15.07, 
103.5115,0.4272,90.1685,0.2928,-15.39, 
103.9405,0.4307,90.4595,0.2893,-15.72, 
104.3697,0.4277,90.7503,0.2923,-16.04, 
104.7992,0.4311,91.0408,0.2889,-16.36, 
105.2287,0.4280,91.3313,0.2920,-16.69, 
105.6583,0.4313,91.6217,0.2887,-17.01, 
106.0879,0.4280,91.9121,0.2920,-17.34, 
106.5175,0.4312,92.2025,0.2888,-17.67, 
106.9470,0.4278,92.4930,0.2922,-17.99, 
107.3763,0.4309,92.7837,0.2891,-18.32, 
107.8055,0.4274,93.0745,0.2926,-18.64, 
108.2343,0.4304,93.3657,0.2896,-18.96, 
